Region,Country,Sex,Year,Prevalence of Obesity,Prevalence of Raised BP,Prevalence of Diabetes
Caribbean,Suriname ,Male,1995,0.091572336,0.293461847,0.07865248
Caribbean,Suriname ,Male,1996,0.094168675,0.290225523,0.079655077
Caribbean,Suriname ,Male,1997,0.097214159,0.28743883,0.080813334
Caribbean,Suriname ,Male,1998,0.100431878,0.284983026,0.082085064
Caribbean,Suriname ,Male,1999,0.103692868,0.282627347,0.08338567
Caribbean,Suriname ,Male,2000,0.107101274,0.280320643,0.084793684
Caribbean,Suriname ,Female,1990,0.208298031,0.283036079,0.092394405
Caribbean,Suriname ,Female,1991,0.211227358,0.279492027,0.093492021
Caribbean,Suriname ,Female,1992,0.21423707,0.275824891,0.094608899
Caribbean,Suriname ,Female,1993,0.216714597,0.271990354,0.095597023
Caribbean,Suriname ,Female,1994,0.219532485,0.268016116,0.096599643
Caribbean,Suriname ,Female,1995,0.222623098,0.26394593,0.097677712
Caribbean,Suriname ,Female,1996,0.226061053,0.259908924,0.098879027
Caribbean,Suriname ,Female,1997,0.229997686,0.255984871,0.100210804
Caribbean,Suriname ,Female,1998,0.233954606,0.252194985,0.10159847
Caribbean,Suriname ,Female,1999,0.237846283,0.248467187,0.103043426
Caribbean,Suriname ,Female,2000,0.241882533,0.244811893,0.104617941
Caribbean,Cuba,Male,1990,0.089843715,0.334723912,0.062338824
Caribbean,Cuba,Male,1991,0.09250577,0.330480997,0.063334921
Caribbean,Cuba,Male,1992,0.094289241,0.325343347,0.063990961
Caribbean,Cuba,Male,1993,0.09523612,0.319679172,0.064461763
Caribbean,Cuba,Male,1994,0.095940564,0.313549435,0.064840114
Caribbean,Cuba,Male,1995,0.096595711,0.307123938,0.065222188
Caribbean,Cuba,Male,1996,0.09747642,0.300514145,0.065594105
Caribbean,Cuba,Male,1997,0.098530804,0.293865312,0.065936876
Caribbean,Cuba,Male,1998,0.099695366,0.287271721,0.066224636
Caribbean,Cuba,Male,1999,0.101305222,0.280752698,0.066441284
Caribbean,Cuba,Male,2000,0.103495182,0.274266938,0.066623665
Caribbean,Cuba,Female,1990,0.196368169,0.280095583,0.072004989
Caribbean,Cuba,Female,1991,0.199665521,0.275494592,0.072818134
Caribbean,Cuba,Female,1992,0.201731757,0.270579344,0.073422943
Caribbean,Cuba,Female,1993,0.202695618,0.265469622,0.073919475
Caribbean,Cuba,Female,1994,0.203774227,0.260285272,0.074428948
Caribbean,Cuba,Female,1995,0.205309868,0.255026951,0.075050325
Caribbean,Cuba,Female,1996,0.207622447,0.249720412,0.075790496
Caribbean,Cuba,Female,1997,0.210329781,0.244526107,0.076615374
Caribbean,Cuba,Female,1998,0.213147322,0.23942347,0.077469617
Caribbean,Cuba,Female,1999,0.216466157,0.234399473,0.078360004
Caribbean,Cuba,Female,2000,0.220376357,0.229371815,0.07928512
Caribbean,Haiti,Male,1990,0.022205812,0.254286935,0.039731269
Caribbean,Haiti,Male,1991,0.023084531,0.255038027,0.041284528
Caribbean,Haiti,Male,1992,0.023966068,0.255681005,0.042859809
Caribbean,Haiti,Male,1993,0.024846494,0.256344408,0.044507617
Caribbean,Haiti,Male,1994,0.02561008,0.256932313,0.046150628
Caribbean,Haiti,Male,1995,0.026554158,0.257583989,0.047922506
Caribbean,Haiti,Male,1996,0.027634579,0.258289429,0.049778194
Caribbean,Haiti,Male,1997,0.028852319,0.258967561,0.051671603
Caribbean,Haiti,Male,1998,0.030196464,0.259632916,0.053597139
Caribbean,Haiti,Male,1999,0.031692165,0.260281239,0.055535353
Caribbean,Haiti,Male,2000,0.033318863,0.260845787,0.057486522
Caribbean,Haiti,Female,1990,0.072322617,0.252672971,0.039672514
Caribbean,Haiti,Female,1991,0.075083191,0.25389831,0.04111794
Caribbean,Haiti,Female,1992,0.077803613,0.255086474,0.042612894
Caribbean,Haiti,Female,1993,0.080450017,0.256227318,0.044175152
Caribbean,Haiti,Female,1994,0.082696613,0.257261417,0.045732959
Caribbean,Haiti,Female,1995,0.085448152,0.258175513,0.047413181
Caribbean,Haiti,Female,1996,0.088487338,0.25894604,0.049180834
Caribbean,Haiti,Female,1997,0.091754876,0.259570496,0.051007993
Caribbean,Haiti,Female,1998,0.095216246,0.260034615,0.052882104
Caribbean,Haiti,Female,1999,0.098889829,0.260329724,0.054779511
Caribbean,Haiti,Female,2000,0.102728781,0.260455858,0.056696706
Andean Latin America,Venezuela,Male,1990,0.118019747,0.323425965,0.080771413
Andean Latin America,Venezuela,Male,1991,0.121245249,0.319214947,0.082032732
Andean Latin America,Venezuela,Male,1992,0.124640424,0.314922,0.083282572
Andean Latin America,Venezuela,Male,1993,0.128017752,0.310685858,0.084483942
Andean Latin America,Venezuela,Male,1994,0.131276169,0.306338694,0.085658024
Andean Latin America,Venezuela,Male,1995,0.134686578,0.301894488,0.086836446
Andean Latin America,Venezuela,Male,1996,0.138100879,0.297417789,0.087988139
Andean Latin America,Venezuela,Male,1997,0.141804254,0.292896241,0.089153633
Andean Latin America,Venezuela,Male,1998,0.145560818,0.288352722,0.090264555
Andean Latin America,Venezuela,Male,1999,0.149031821,0.283762296,0.09119014
Andean Latin America,Venezuela,Male,2000,0.152659011,0.279189686,0.09199775
Andean Latin America,Venezuela,Female,1990,0.190669021,0.285160236,0.075957786
Andean Latin America,Venezuela,Female,1991,0.194936713,0.280089697,0.077048284
Andean Latin America,Venezuela,Female,1992,0.199473566,0.274909868,0.078118778
Andean Latin America,Venezuela,Female,1993,0.203888571,0.269625701,0.079129724
Andean Latin America,Venezuela,Female,1994,0.208055767,0.264224156,0.080077364
Andean Latin America,Venezuela,Female,1995,0.212412527,0.258676152,0.081016134
Andean Latin America,Venezuela,Female,1996,0.216676024,0.253021685,0.081883723
Andean Latin America,Venezuela,Female,1997,0.221223132,0.247292427,0.082728123
Andean Latin America,Venezuela,Female,1998,0.22568297,0.241500612,0.083493241
Andean Latin America,Venezuela,Female,1999,0.229589195,0.235654914,0.084107767
Andean Latin America,Venezuela,Female,2000,0.233461224,0.229839385,0.084597444
Andean Latin America,Columbia,Male,1990,0.072899589,0.272981197,0.05407095
Andean Latin America,Columbia,Male,1991,0.075510755,0.270792909,0.055294316
Andean Latin America,Columbia,Male,1992,0.078161098,0.268499523,0.05651655
Andean Latin America,Columbia,Male,1993,0.080824536,0.266236688,0.057735946
Andean Latin America,Columbia,Male,1994,0.083611444,0.263940163,0.059001813
Andean Latin America,Columbia,Male,1995,0.086522107,0.261704124,0.060295124
Andean Latin America,Columbia,Male,1996,0.089490493,0.25945677,0.061597309
Andean Latin America,Columbia,Male,1997,0.092562727,0.257112114,0.062910453
Andean Latin America,Columbia,Male,1998,0.09566941,0.254761815,0.064230502
Andean Latin America,Columbia,Male,1999,0.098580324,0.252319394,0.065495623
Andean Latin America,Columbia,Male,2000,0.101648861,0.249757992,0.066758122
Andean Latin America,Columbia,Female,1990,0.142949104,0.249864219,0.065837217
Andean Latin America,Columbia,Female,1991,0.146692637,0.247416166,0.066998517
Andean Latin America,Columbia,Female,1992,0.150521667,0.244847168,0.06813199
Andean Latin America,Columbia,Female,1993,0.154301003,0.24209067,0.069210696
Andean Latin America,Columbia,Female,1994,0.158243254,0.23919173,0.07027335
Andean Latin America,Columbia,Female,1995,0.162302764,0.236136899,0.071313006
Andean Latin America,Columbia,Female,1996,0.166348589,0.232916786,0.072323186
Andean Latin America,Columbia,Female,1997,0.170486835,0.229564714,0.073318619
Andean Latin America,Columbia,Female,1998,0.174580441,0.22612036,0.074300008
Andean Latin America,Columbia,Female,1999,0.178306489,0.222587639,0.0752054
Andean Latin America,Columbia,Female,2000,0.182220354,0.218969804,0.076088989
Andean Latin America,Peru,Male,1990,0.071186438,0.249868314,0.056691613
Andean Latin America,Peru,Male,1991,0.072987225,0.247279747,0.057349089
Andean Latin America,Peru,Male,1992,0.074806137,0.244377567,0.058009635
Andean Latin America,Peru,Male,1993,0.076711785,0.24110294,0.058669022
Andean Latin America,Peru,Male,1994,0.078884075,0.237533928,0.059352613
Andean Latin America,Peru,Male,1995,0.081223584,0.233753273,0.06002772
Andean Latin America,Peru,Male,1996,0.083541917,0.229778499,0.060576521
Andean Latin America,Peru,Male,1997,0.086012755,0.225626899,0.061080292
Andean Latin America,Peru,Male,1998,0.088372411,0.221356421,0.061395133
Andean Latin America,Peru,Male,1999,0.090747298,0.217063088,0.061634536
Andean Latin America,Peru,Male,2000,0.093159399,0.212786277,0.061849977
Andean Latin America,Peru,Female,1990,0.13613156,0.220321144,0.065750058
Andean Latin America,Peru,Female,1991,0.138353429,0.217156654,0.066280135
Andean Latin America,Peru,Female,1992,0.140795232,0.213835356,0.066863388
Andean Latin America,Peru,Female,1993,0.143713041,0.210287081,0.067507011
Andean Latin America,Peru,Female,1994,0.147333581,0.206531842,0.068232582
Andean Latin America,Peru,Female,1995,0.151394091,0.202553406,0.068956351
Andean Latin America,Peru,Female,1996,0.15549888,0.198348323,0.069572054
Andean Latin America,Peru,Female,1997,0.15996047,0.193940081,0.070147873
Andean Latin America,Peru,Female,1998,0.16420586,0.189422032,0.070536637
Andean Latin America,Peru,Female,1999,0.168430156,0.184748642,0.070827009
Andean Latin America,Peru,Female,2000,0.172714788,0.179929968,0.071075984
Andean Latin America,Ecuador,Male,1990,0.061575522,0.22993506,0.045999107
Andean Latin America,Ecuador,Male,1991,0.064213548,0.228454803,0.047138266
Andean Latin America,Ecuador,Male,1992,0.066863988,0.226945202,0.048281822
Andean Latin America,Ecuador,Male,1993,0.069522854,0.225386804,0.049418165
Andean Latin America,Ecuador,Male,1994,0.072177087,0.223674698,0.050494613
Andean Latin America,Ecuador,Male,1995,0.07490749,0.222078137,0.051609398
Andean Latin America,Ecuador,Male,1996,0.077680377,0.220625818,0.052734047
Andean Latin America,Ecuador,Male,1997,0.080536746,0.219229894,0.053878636
Andean Latin America,Ecuador,Male,1998,0.083489242,0.217847071,0.055042098
Andean Latin America,Ecuador,Male,1999,0.086186361,0.216288695,0.056079174
Andean Latin America,Ecuador,Male,2000,0.088880105,0.214681876,0.057080294
Andean Latin America,Ecuador,Female,1990,0.127631674,0.214588755,0.055178264
Andean Latin America,Ecuador,Female,1991,0.131733963,0.213174983,0.0565139
Andean Latin America,Ecuador,Female,1992,0.135825893,0.211671545,0.057849641
Andean Latin America,Ecuador,Female,1993,0.139887398,0.210035034,0.059165272
Andean Latin America,Ecuador,Female,1994,0.14394085,0.208236983,0.060420689
Andean Latin America,Ecuador,Female,1995,0.148015903,0.206371333,0.061673708
Andean Latin America,Ecuador,Female,1996,0.15208467,0.204448494,0.062913783
Andean Latin America,Ecuador,Female,1997,0.156269869,0.202389754,0.064154722
Andean Latin America,Ecuador,Female,1998,0.160536927,0.200285956,0.065409488
Andean Latin America,Ecuador,Female,1999,0.164374641,0.197967477,0.066545904
Andean Latin America,Ecuador,Female,2000,0.168171943,0.195569976,0.067653088
Andean Latin America,Bolivia,Male,1990,0.053672216,0.249338561,0.048172498
Andean Latin America,Bolivia,Male,1991,0.055550272,0.246566337,0.048874792
Andean Latin America,Bolivia,Male,1992,0.057508768,0.243605996,0.049545067
Andean Latin America,Bolivia,Male,1993,0.059605902,0.240637733,0.050253646
Andean Latin America,Bolivia,Male,1994,0.06184343,0.237840168,0.051010617
Andean Latin America,Bolivia,Male,1995,0.064269325,0.235217966,0.051833601
Andean Latin America,Bolivia,Male,1996,0.066825812,0.232717767,0.052645226
Andean Latin America,Bolivia,Male,1997,0.069483648,0.230289405,0.053450173
Andean Latin America,Bolivia,Male,1998,0.072168094,0.227947266,0.05427209
Andean Latin America,Bolivia,Male,1999,0.074749887,0.225618923,0.055055525
Andean Latin America,Bolivia,Male,2000,0.077301886,0.223317197,0.055831076
Andean Latin America,Bolivia,Female,1990,0.111412624,0.232002929,0.058409023
Andean Latin America,Bolivia,Female,1991,0.115191552,0.229760648,0.059518016
Andean Latin America,Bolivia,Female,1992,0.119097389,0.227304962,0.060635404
Andean Latin America,Bolivia,Female,1993,0.123259384,0.224749391,0.061796677
Andean Latin America,Bolivia,Female,1994,0.127622652,0.222114933,0.063015106
Andean Latin America,Bolivia,Female,1995,0.13217114,0.219461171,0.064284587
Andean Latin America,Bolivia,Female,1996,0.136810233,0.21666684,0.065528807
Andean Latin America,Bolivia,Female,1997,0.141552847,0.213778351,0.066760136
Andean Latin America,Bolivia,Female,1998,0.146386015,0.210832917,0.068006413
Andean Latin America,Bolivia,Female,1999,0.151056025,0.207810494,0.069203156
Andean Latin America,Bolivia,Female,2000,0.155693122,0.204725281,0.070381712
Southern Latin America,Argentina ,Male,1990,0.15224991,0.382537447,0.080101141
Southern Latin America,Argentina ,Male,1991,0.155127665,0.376925046,0.080835798
Southern Latin America,Argentina ,Male,1992,0.158538179,0.371286654,0.081613617
Southern Latin America,Argentina ,Male,1993,0.162232179,0.365827089,0.0824004
Southern Latin America,Argentina ,Male,1994,0.166171613,0.360532942,0.083172506
Southern Latin America,Argentina ,Male,1995,0.169975437,0.35544022,0.083887591
Southern Latin America,Argentina ,Male,1996,0.174013524,0.350505979,0.084614742
Southern Latin America,Argentina ,Male,1997,0.178378629,0.345770324,0.085376987
Southern Latin America,Argentina ,Male,1998,0.182928416,0.341284757,0.086154518
Southern Latin America,Argentina ,Male,1999,0.187315559,0.337060102,0.086844137
Southern Latin America,Argentina ,Male,2000,0.19156264,0.332960293,0.087485659
Southern Latin America,Argentina ,Female,1990,0.179259922,0.293338143,0.067572455
Southern Latin America,Argentina ,Female,1991,0.182957998,0.288038308,0.068483954
Southern Latin America,Argentina ,Female,1992,0.187408679,0.282684051,0.069459361
Southern Latin America,Argentina ,Female,1993,0.192107424,0.277266979,0.07042732
Southern Latin America,Argentina ,Female,1994,0.196976321,0.271877431,0.071356871
Southern Latin America,Argentina ,Female,1995,0.20147787,0.266502038,0.072229537
Southern Latin America,Argentina ,Female,1996,0.206177243,0.261184065,0.073121071
Southern Latin America,Argentina ,Female,1997,0.211230089,0.255897189,0.074045771
Southern Latin America,Argentina ,Female,1998,0.216330281,0.250699178,0.074964786
Southern Latin America,Argentina ,Female,1999,0.220941704,0.245582826,0.075810418
Southern Latin America,Argentina ,Female,2000,0.225252897,0.240590724,0.07663212
Southern Latin America,Uruguay,Male,1990,0.127981788,0.378862611,0.077162517
Southern Latin America,Uruguay,Male,1991,0.130782799,0.373213773,0.07759786
Southern Latin America,Uruguay,Male,1992,0.134027778,0.367721927,0.078073135
Southern Latin America,Uruguay,Male,1993,0.137504262,0.362498194,0.078618518
Southern Latin America,Uruguay,Male,1994,0.141360107,0.357546872,0.079237835
Southern Latin America,Uruguay,Male,1995,0.145134848,0.352830657,0.079850466
Southern Latin America,Uruguay,Male,1996,0.149127621,0.348419542,0.080458325
Southern Latin America,Uruguay,Male,1997,0.153445368,0.344105728,0.081080425
Southern Latin America,Uruguay,Male,1998,0.157978153,0.34000207,0.081740874
Southern Latin America,Uruguay,Male,1999,0.162417607,0.336035528,0.082349723
Southern Latin America,Uruguay,Male,2000,0.166660733,0.332030744,0.082946983
Southern Latin America,Uruguay,Female,1990,0.187115375,0.302413938,0.07583026
Southern Latin America,Uruguay,Female,1991,0.191350721,0.296556838,0.076374752
Southern Latin America,Uruguay,Female,1992,0.196099292,0.290694969,0.076957688
Southern Latin America,Uruguay,Female,1993,0.200949676,0.284831803,0.077550616
Southern Latin America,Uruguay,Female,1994,0.206038834,0.27900735,0.078137712
Southern Latin America,Uruguay,Female,1995,0.210746356,0.273186437,0.078689353
Southern Latin America,Uruguay,Female,1996,0.215499565,0.267443089,0.079208217
Southern Latin America,Uruguay,Female,1997,0.220520706,0.261782444,0.079754502
Southern Latin America,Uruguay,Female,1998,0.225602315,0.25622347,0.080331598
Southern Latin America,Uruguay,Female,1999,0.230299916,0.250718883,0.080889904
Southern Latin America,Uruguay,Female,2000,0.234663823,0.245335542,0.081456898
Southern Latin America,Chile,Male,1990,0.127592228,0.339186525,0.075182841
Southern Latin America,Chile,Male,1991,0.131118477,0.335732544,0.075922585
Southern Latin America,Chile,Male,1992,0.135166309,0.332274577,0.076779656
Southern Latin America,Chile,Male,1993,0.139470785,0.328815097,0.07768585
Southern Latin America,Chile,Male,1994,0.14395155,0.325323949,0.078613369
Southern Latin America,Chile,Male,1995,0.148795318,0.321824234,0.079604067
Southern Latin America,Chile,Male,1996,0.15384452,0.318271003,0.080538154
Southern Latin America,Chile,Male,1997,0.159010962,0.314810819,0.081498934
Southern Latin America,Chile,Male,1998,0.164145476,0.311440656,0.082458377
Southern Latin America,Chile,Male,1999,0.169012048,0.30806318,0.083359994
Southern Latin America,Chile,Male,2000,0.173863102,0.304596229,0.084260378
Southern Latin America,Chile,Female,1990,0.193169049,0.27846809,0.081372209
Southern Latin America,Chile,Female,1991,0.198397271,0.273692484,0.082049331
Southern Latin America,Chile,Female,1992,0.204270088,0.268899256,0.082840399
Southern Latin America,Chile,Female,1993,0.210293639,0.264005349,0.08364883
Southern Latin America,Chile,Female,1994,0.216278459,0.259037602,0.084446828
Southern Latin America,Chile,Female,1995,0.222532194,0.253983744,0.085286341
Southern Latin America,Chile,Female,1996,0.228765767,0.24890626,0.086075184
Southern Latin America,Chile,Female,1997,0.234938104,0.243939763,0.086882796
Southern Latin America,Chile,Female,1998,0.240783917,0.239110209,0.087684147
Southern Latin America,Chile,Female,1999,0.246096112,0.234329842,0.088493099
Southern Latin America,Chile,Female,2000,0.251304206,0.229625534,0.089361079
Southern Latin America,Brazil,Male,1990,0.073937379,0.343340792,0.057973736
Southern Latin America,Brazil,Male,1991,0.076834497,0.340632909,0.058884002
Southern Latin America,Brazil,Male,1992,0.079709041,0.337707093,0.059722777
Southern Latin America,Brazil,Male,1993,0.082713148,0.334615709,0.060559232
Southern Latin America,Brazil,Male,1994,0.085839178,0.331466922,0.061397414
Southern Latin America,Brazil,Male,1995,0.089119606,0.328534847,0.062275742
Southern Latin America,Brazil,Male,1996,0.09238837,0.325567455,0.063080127
Southern Latin America,Brazil,Male,1997,0.095809014,0.322738124,0.063911128
Southern Latin America,Brazil,Male,1998,0.099280841,0.320097897,0.064780329
Southern Latin America,Brazil,Male,1999,0.102763133,0.317398901,0.065616449
Southern Latin America,Brazil,Male,2000,0.106418569,0.314683357,0.066462492
Southern Latin America,Brazil,Female,1990,0.058883914,0.311505598,0.063482667
Southern Latin America,Brazil,Female,1991,0.061788654,0.307808197,0.064127321
Southern Latin America,Brazil,Female,1992,0.064834155,0.303915921,0.064730181
Southern Latin America,Brazil,Female,1993,0.068024149,0.299867041,0.065352875
Southern Latin America,Brazil,Female,1994,0.07136778,0.295709666,0.065992774
Southern Latin America,Brazil,Female,1995,0.074883805,0.291446554,0.066662568
Southern Latin America,Brazil,Female,1996,0.078411181,0.287148109,0.067310819
Southern Latin America,Brazil,Female,1997,0.082013217,0.282788856,0.068011094
Southern Latin America,Brazil,Female,1998,0.085657956,0.278424192,0.068756137
Southern Latin America,Brazil,Female,1999,0.089290066,0.273954021,0.06953811
Southern Latin America,Brazil,Female,2000,0.092849625,0.269403703,0.070371832
Southern Latin America,Paraguay,Male,1990,0.132487728,0.303863941,0.044031314
Southern Latin America,Paraguay,Male,1991,0.136052064,0.304597898,0.045644861
Southern Latin America,Paraguay,Male,1992,0.139463189,0.305581128,0.04730517
Southern Latin America,Paraguay,Male,1993,0.143027647,0.306637806,0.049007918
Southern Latin America,Paraguay,Male,1994,0.146736434,0.307656841,0.050737639
Southern Latin America,Paraguay,Male,1995,0.150568521,0.308737969,0.052503151
Southern Latin America,Paraguay,Male,1996,0.154305869,0.309656956,0.054209705
Southern Latin America,Paraguay,Male,1997,0.158178541,0.310438125,0.055891575
Southern Latin America,Paraguay,Male,1998,0.162033231,0.311116118,0.057577727
Southern Latin America,Paraguay,Male,1999,0.16589983,0.31150353,0.059202259
Southern Latin America,Paraguay,Male,2000,0.169963639,0.311327428,0.060791903
Southern Latin America,Paraguay,Female,1990,0.10021331,0.256323891,0.046436964
Southern Latin America,Paraguay,Female,1991,0.104502711,0.255850677,0.047847566
Southern Latin America,Paraguay,Female,1992,0.108749485,0.255429796,0.049262595
Southern Latin America,Paraguay,Female,1993,0.11304296,0.254973511,0.050668487
Southern Latin America,Paraguay,Female,1994,0.117408923,0.254463336,0.052063115
Southern Latin America,Paraguay,Female,1995,0.12187465,0.253932706,0.053465831
Southern Latin America,Paraguay,Female,1996,0.126181346,0.253279284,0.054824348
Southern Latin America,Paraguay,Female,1997,0.130472384,0.252539031,0.056175184
Southern Latin America,Paraguay,Female,1998,0.134712682,0.251647278,0.057547159
Southern Latin America,Paraguay,Female,1999,0.138883442,0.250457091,0.058916544
Southern Latin America,Paraguay,Female,2000,0.143073696,0.248922606,0.06031539